1,e,90856,0
1,a,80918,1
1,o,67974,2
1,i,66076,3
1,s,57826,4
1,r,57536,5
1,t,56051,6
1,n,54906,7
1,l,42585,8
1,c,33397,9
1,m,30719,10
1,d,29900,11
1,u,28808,12
1,p,26671,13
1,b,22810,14
1,g,22314,15
1,h,22181,16
1,k,16346,17
1,y,15932,18
1,f,15516,19
1,w,13124,20
1,v,12220,21
1,-,7139,22
1,x,6632,23
1,z,6561,24
1,j,5047,25
1,1,3070,26
1,2,2693,27
1,0,2146,28
1,q,2004,29
1,3,1867,30
1,4,1803,31
1,5,1375,32
1,8,1319,33
1,6,1219,34
1,9,1188,35
1,7,1065,36
1,.,348,37
2,s$,14217,0
2,in,13690,1
2,er,12468,2
2,e$,12131,3
2,an,10528,4
2,re,10385,5
2,ar,9317,6
2,es,9197,7
2,on,8858,8
2,$s,8562,9
2,ne,8496,10
2,or,8475,11
2,te,7982,12
2,st,7957,13
2,al,7572,14
2,li,7381,15
2,t$,7122,16
2,ra,7033,17
2,en,7032,18
2,a$,6951,19
2,ma,6875,20
2,$m,6777,21
2,$t,6694,22
2,$a,6576,23
2,$c,6562,24
2,le,6152,25
2,r$,6130,26
2,me,5974,27
2,at,5886,28
2,to,5839,29
2,et,5771,30
2,ti,5769,31
2,n$,5761,32
2,$b,5561,33
2,ta,5552,34
2,$p,5452,35
2,de,5396,36
2,ng,5309,37
2,o$,5262,38
2,la,5228,39
2,it,5152,40
2,ic,5052,41
2,ro,5036,42
2,as,4985,43
2,ri,4961,44
2,lo,4954,45
2,co,4947,46
2,se,4822,47
2,di,4717,48
2,ch,4687,49
2,nt,4661,50
2,el,4604,51
2,ea,4492,52
2,ia,4464,53
2,am,4416,54
2,ad,4408,55
2,$f,4378,56
2,y$,4313,57
2,he,4313,58
2,$d,4304,59
2,ca,4248,60
2,po,4159,61
2,nd,4158,62
2,si,4125,63
2,ho,4119,64
2,is,4115,65
2,ve,4028,66
2,na,4020,67
2,tr,4003,68
2,$e,3978,69
2,$g,3881,70
2,il,3861,71
2,oo,3845,72
2,ec,3803,73
2,om,3798,74
2,ou,3779,75
2,$i,3748,76
2,l$,3677,77
2,ed,3666,78
2,th,3666,79
2,ha,3620,80
2,os,3612,81
2,mo,3564,82
2,rt,3541,83
2,sh,3537,84
2,$l,3480,85
2,ba,3479,86
2,ur,3463,87
2,d$,3429,88
2,$w,3425,89
2,ot,3413,90
2,pa,3400,91
2,ol,3317,92
2,vi,3291,93
2,ee,3271,94
2,da,3229,95
2,ni,3228,96
2,ir,3222,97
2,ac,3201,98
2,$h,3185,99
2,io,3160,100
2,ai,3132,101
2,g$,3127,102
2,ge,3121,103
2,be,3105,104
2,k$,3101,105
2,$r,3073,106
2,un,3073,107
2,ce,3062,108
2,us,3054,109
2,ll,3041,110
2,ga,3031,111
2,em,3027,112
2,$n,3017,113
2,pr,2975,114
2,do,2960,115
2,i$,2906,116
2,eb,2896,117
2,mi,2855,118
2,ns,2845,119
2,so,2805,120
2,pe,2785,121
2,ss,2752,122
2,sa,2740,123
2,op,2720,124
2,rs,2701,125
2,we,2685,126
2,hi,2679,127
2,bo,2669,128
2,ie,2647,129
2,tu,2645,130
2,id,2642,131
2,fo,2594,132
2,fi,2586,133
2,ke,2547,134
2,og,2521,135
2,no,2492,136
2,ap,2481,137
2,sp,2476,138
2,m$,2430,139
2,bl,2403,140
2,ew,2385,141
2,ag,2385,142
2,ts,2377,143
2,im,2351,144
2,ut,2321,145
2,ck,2258,146
2,bi,2218,147
2,go,2210,148
2,ab,2205,149
2,$o,2143,150
2,$k,2134,151
2,od,2121,152
2,ct,2109,153
2,p$,2105,154
2,ci,2089,155
2,oc,2062,156
2,$u,2041,157
2,ig,2039,158
2,$v,2039,159
2,pl,2019,160
2,ex,2013,161
2,ay,2006,162
2,ub,1996,163
2,nk,1973,164
2,wa,1972,165
2,pi,1927,166
2,iv,1926,167
2,nc,1922,168
2,ow,1917,169
2,$j,1893,170
2,ob,1891,171
2,u$,1888,172
2,su,1883,173
2,ru,1877,174
2,c$,1860,175
2,ki,1846,176
2,sc,1837,177
2,rn,1825,178
2,nl,1786,179
2,x$,1773,180
2,rk,1764,181
2,b$,1739,182
2,cl,1724,183
2,ka,1705,184
2,fa,1696,185
2,wo,1692,186
2,ep,1689,187
2,fr,1680,188
2,h$,1679,189
2,bu,1674,190
2,gi,1669,191
2,eo,1656,192
2,ip,1631,193
2,ok,1621,194
2,ds,1571,195
2,rd,1557,196
2,av,1556,197
2,um,1553,198
2,rc,1551,199
2,lu,1516,200
2,ov,1502,201
2,up,1498,202
2,mp,1492,203
2,ty,1492,204
2,ws,1474,205
2,fe,1459,206
2,cr,1458,207
2,ul,1455,208
2,gr,1452,209
2,of,1443,210
2,ls,1427,211
2,eg,1425,212
2,yo,1425,213
2,ry,1393,214
2,wi,1378,215
2,ak,1368,216
2,my,1366,217
2,$y,1362,218
2,ly,1343,219
2,ld,1328,220
2,rl,1320,221
2,va,1299,222
2,au,1285,223
2,ei,1274,224
2,ev,1269,225
2,tt,1259,226
2,af,1251,227
2,lt,1250,228
2,jo,1245,229
2,ys,1202,230
2,if,1151,231
2,br,1146,232
2,nn,1144,233
2,ya,1144,234
2,ue,1140,235
2,ks,1137,236
2,ik,1136,237
2,tc,1130,238
2,sm,1113,239
2,gs,1097,240
2,hu,1091,241
2,e-,1090,242
2,az,1085,243
2,ui,1078,244
2,ko,1076,245
2,oa,1072,246
2,$z,1065,247
2,ef,1063,248
2,pp,1027,249
2,ib,1024,250
2,gu,1020,251
2,z$,1009,252
2,rm,1000,253
2,cu,999,254
2,dr,995,255
2,oi,994,256
2,mu,983,257
2,du,980,258
2,w$,980,259
2,ps,971,260
2,ms,966,261
2,v$,963,262
2,nf,951,263
2,ph,951,264
2,iz,937,265
2,gl,920,266
2,ua,919,267
2,uc,914,268
2,ey,912,269
2,bs,906,270
2,ud,906,271
2,tv,904,272
2,ek,885,273
2,ao,882,274
2,tw,870,275
2,ja,868,276
2,sk,867,277
2,qu,858,278
2,vo,857,279
2,pu,855,280
2,ff,849,281
2,fu,841,282
2,rr,834,283
2,ze,823,284
2,za,799,285
2,$x,790,286
2,lm,782,287
2,eu,768,288
2,sl,757,289
2,ny,753,290
2,nu,753,291
2,fl,750,292
2,cs,741,293
2,ft,736,294
2,$1,736,295
2,ah,735,296
2,zi,732,297
2,mm,728,298
2,ix,727,299
2,gh,719,300
2,ht,700,301
2,sy,698,302
2,ye,696,303
2,rg,694,304
2,ox,691,305
2,-s,688,306
2,pt,687,307
2,rb,686,308
2,rv,685,309
2,ku,675,310
2,mb,672,311
2,tl,665,312
2,$q,657,313
2,eh,651,314
2,s-,644,315
2,f$,642,316
2,4$,637,317
2,tb,625,318
2,oy,623,319
2,nb,619,320
2,gn,618,321
2,tm,616,322
2,aw,615,323
2,zo,615,324
2,xi,612,325
2,yp,610,326
2,sw,602,327
2,rp,599,328
2,sn,597,329
2,ug,582,330
2,dd,576,331
2,xp,570,332
2,ju,566,333
2,ji,566,334
2,t-,565,335
2,lp,555,336
2,00,553,337
2,wn,549,338
2,sb,542,339
2,yt,541,340
2,yc,540,341
2,1$,538,342
2,cc,537,343
2,0$,534,344
2,a-,530,345
2,tp,530,346
2,yl,528,347
2,24,523,348
2,-t,522,349
2,ym,522,350
2,sd,514,351
2,xt,510,352
2,ax,501,353
2,aa,500,354
2,8$,500,355
2,tn,500,356
2,np,496,357
2,oe,494,358
2,n-,487,359
2,lc,486,360
2,nm,485,361
2,-m,482,362
2,dy,481,363
2,rf,480,364
2,je,479,365
2,yb,477,366
2,sf,472,367
2,hr,472,368
2,-c,471,369
2,dm,458,370
2,pc,456,371
2,-p,455,372
2,dc,453,373
2,lk,453,374
2,ez,452,375
2,dn,451,376
2,3$,450,377
2,dl,448,378
2,db,447,379
2,bb,447,380
2,$2,444,381
2,nv,434,382
2,uo,430,383
2,gg,426,384
2,oh,421,385
2,10,412,386
2,cn,412,387
2,-a,411,388
2,o-,411,389
2,lb,411,390
2,dp,408,391
2,kt,406,392
2,bc,404,393
2,uk,403,394
2,yi,402,395
2,wh,401,396
2,$5,400,397
2,tf,399,398
2,nh,398,399
2,ky,397,400
2,r-,396,401
2,km,395,402
2,lf,393,403
2,by,389,404
2,dt,388,405
2,yn,386,406
2,yu,384,407
2,oz,382,408
2,$3,380,409
2,kl,379,410
2,2$,377,411
2,ej,374,412
2,hd,371,413
2,td,368,414
2,iu,364,415
2,-d,364,416
2,ml,363,417
2,df,358,418
2,sr,358,419
2,5$,354,420
2,ae,352,421
2,xx,351,422
2,oj,349,423
2,kr,345,424
2,zz,345,425
2,dv,344,426
2,zh,344,427
2,dg,342,428
2,aj,337,429
2,l-,337,430
2,uy,335,431
2,-f,333,432
2,-b,331,433
2,gt,330,434
2,ux,326,435
2,12,320,436
2,hn,320,437
2,-n,315,438
2,bm,315,439
2,yd,314,440
2,kh,311,441
2,nz,309,442
2,nr,309,443
2,sg,308,444
2,cy,308,445
2,-o,306,446
2,nw,306,447
2,yw,306,448
2,yf,305,449
2,-i,303,450
2,i-,302,451
2,36,298,452
2,y-,297,453
2,mt,295,454
2,dw,295,455
2,pd,294,456
2,uz,293,457
2,hy,290,458
2,lg,288,459
2,7$,284,460
2,yr,282,461
2,gy,282,462
2,hs,282,463
2,mc,279,464
2,tg,274,465
2,-e,272,466
2,gc,272,467
2,11,271,468
2,$9,269,469
2,dh,268,470
2,uf,268,471
2,cm,268,472
2,q$,267,473
2,wp,266,474
2,xa,266,475
2,bt,266,476
2,hl,266,477
2,9$,265,478
2,-l,264,479
2,nj,263,480
2,py,262,481
2,rw,261,482
2,bd,261,483
2,gm,260,484
2,cd,260,485
2,mg,259,486
2,ij,259,487
2,xc,258,488
2,kb,258,489
2,iy,257,490
2,hp,257,491
2,20,254,492
2,23,251,493
2,d-,248,494
2,gb,247,495
2,-g,245,496
2,cp,244,497
2,j$,241,498
2,6$,240,499
2,lr,238,500
2,xe,237,501
2,yg,236,502
2,cb,236,503
2,hm,234,504
2,ih,233,505
2,ln,233,506
2,iw,227,507
2,-r,225,508
2,lv,222,509
2,01,221,510
2,yh,221,511
2,$4,221,512
2,gp,220,513
2,rh,218,514
2,gd,217,515
2,lw,217,516
2,hb,217,517
2,iq,216,518
2,g-,216,519
